post_id	tweet_text	cord_uid
5270	oops:  hydroxychloroquine administration was not associated with either a significantly lowered or an increased risk of the composite end point of intubation or death.	pzqmg22v
5271	A recent nature study reveals that 2/3 of those asymptomatic with covid-19 had hazy-glass opacity abnormalities (lung damage) in at least one lung, and 1/3 showed hazy-glass opacities in both lungs. young people are *not* immune!	lzgwxshi
5272	Another study that shows individuals uninfected by covid-19 have some kind of pre-existing immunity through t-cells. It suggests 81% of people could have immunity without ever getting covid due to cross reactivity in t-cells from other coronaviruses.	yxkub54e
5273	#sarscov2 virus genome was found in samples of wastewater in Barcelona, collected on March 12, 2019. These results imply the infection was present before any known case of COVID-19 globally.	46r46ja3
5274	what is #herdimmunity level for #covid19? a topic of much debate due to large uncertainty &amp; huge consequences for long term impact.   new paper illustrates 1 key aspect that can reduce it substantially (spoiler: we still don't know value). thread.	73oe5as9
5275	p2x7 receptor triggers lysosomal leakage through calcium mobilization in a mechanism reliant on pannexin-1 hemichannels	dg4rfgbw
5277	Long-term neuropsychiatric complications and 18f-fdg-pet reduced brain metabolism from prolonged COVID-19 infection.	6mfd3n4s
5278	in 401 people imaged before and after #covid19, sars-cov-2 is linked with changes in grey matter, brain mass & a cognitive decline compared to controls in uk biobank study | nature	ny7wkswf
5279	"""The researchers examined the cases of 1,493 kids who were treated at 30 global pediatric intensive care units..."""	yguqwc1l
5280	"""myocarditis is an inflammation of the heart muscle that can often be associated with cardiac dysfunction and arrhythmias, and is even one of the leading causes for sudden cardiac demise (scd) in athletes"""	ixnko86u
5281	"sars2 is persistent and causes brain damage even in ""mild"" cases. it's been known since the beginning but for some reason isn't being talked about. welcome to the new hiv infection you catch like a cold and gives you parkinson's. go to school kids..."	bn22k0p3
5282	Study reveals the safety of 289 million mRNA #covid19vaccine doses given in the US shows most side effects are mild & short.	7d6snq1v
5283	Reducing COVID-19 cases and fatalities by implementing blockchain in vaccination distribution management.	k3pp85kd
5284	[update] conclusions: these discoveries broaden our understanding of the viruses present in bats and rodents in ghana and of the beliefs, perceptions, and customs that put community members at risk of zoonotic virus transmission through direct and indirect…	adh6j7m1
5285	chemistry and human exposure implications of secondary organic aerosol formation from indoor terpene ozonolysis:	ghl2a25n
5286	there is substantial evidence to prove the effectiveness of the various #covid #vaccines - the number of people dying that have had all three shots is negligible compared to the un-vaccinated who are continuing to spread it and endangering the rest of us.	z6sjfdb9
5287	mRNA Covid vaccines are killing teenagers. Journal of College of American Pathologists has stunning report today on cases of 2 teen boys who died following vaccination. Boys died in sleep > week after 2nd dose, neither had health conditions prior to death (cont)	umrk96gz
5288	This new research uncovers the negative social &amp; economic impacts of the #covid19 pandemic on women—especially in low-resource areas &amp; among underrepresented groups ⬇️  #iwd2022 #genderequity	ca1v4k3h
5289	Glycogen-decorated proteins in mucus could bind to the coronavirus on surfaces, keeping it from infecting cells. Because sc-2, like oc43, binds to sialic acid glycans on cell surfaces, mucins would also likely reduce its infectivity.	ar3yoglq
5290	Key research in : in kansas, counties with mask mandates had significantly higher case fatality rates than counties without mask mandate: 85% resp. 52% adjusted. over 95% of this effect can solely be attributed to the coronavirus.	gtwg0m54
5291	Mild covid: less grey matter, reduction in brain size… ‘whether this detrimental impact can be partially reversed, or whether these effects will persist in the long term, remains to be investigated with additional follow up.’  continue to wear a mask.	ny7wkswf
5292	cardiac ct may offer a safer alternative than ca for evaluating patients with stable chest pain and suspected cad, according to newly published research in the new england journal of medicine.	khdbmv9r
5293	Examining the link between patient verbal aggression and emotional burnout among Italian healthcare workers during the COVID-19 crisis	rfekwtdb
5294	new cdc study revealing mask mandates resulted in 23% fewer cases in schools.  i’ve only read the summary, so maybe the methodology is flawed.  but if you can predict 100% ahead of time how certain folks will react to this study, that person is not reliable.	ey0r1py7
5295	"a surprising thing to ask when you see a study that says ""actually, in stark contrast to all the other studies, we found that masking had a significant impact in schools""  we should ask what glaring methodological error they made to get such unusual results"	ey0r1py7
5296	Research published in #bmcinfectdis reports that, in a cohort of covid-19 patients with persistent symptoms, 45% of individuals had detectable plasma of SARS-CoV-2 RNA in non-respiratory samples.	2y6cmng5
5297	Our group's paper discovers more damage than advantage of dose 2 for healthy 12-17 year olds, especially boys &amp; especially now in the setting of omicron. For children who are already immune there's not yet proof the vaccine will help, but it can cause harm 2/	klmhhvtc
5299	(1/14) extremely crucial viral load &amp; susceptibility study of 192 children (49 positive for #sarscov2, 18 with mis-c, 125 negative).  despite having generally mild symptoms, children who tested positive had a viral load similar to adults with severe #covid19.	r4yukmwe
5300	"A recent study reveals that ""secondary attack rates"" for asymptomatic carriers of c19 are approximately 0.3%. Consequently, roughly 1 in 333 people an asymptomatic carrier encounters will contract Covid....(1/4)"	i9jrobdb
5301	⚠️new research of 192 kids/young adults (0-22 yo) finds that children have a “significantly higher” nasopharyngeal viral load (amount of #coronavirus) than hospitalised adults with severe #covid19.  schools in hot zones cannot reopen, or else new cases will surge.	r4yukmwe
5302	Took a brief getaway to read this new paper on children infected with #sarscov2: kids with mild or no symptoms had higher viral loads than adults hospitalized w/ severe #covid19. Kids are not immune; they can be infected with and transmit this virus.	r4yukmwe
5304	2. among various aged children, there was no correlation between age and viral load.  children with high viral load likely transmit SARS-CoV-2. if schools re-open without necessary precautions it is likely children will play a bigger role in the pandemic.	r4yukmwe
5305	4) also, rubbing tissue paper with virus on it can also create airborne fomites.  “we further demonstrate that airborne fomites can be generated from inanimate objects, such as by manually rubbing a paper tissue contaminated with influenza virus.”	wnlse824
5306	"""this study offers much-needed facts for policymakers to make the best decisions possible for schools, daycare centers &amp; other institutions that serve children,"" says fasano. ""children are a possible source of spreading this virus"""	r4yukmwe
5307	this is for the fellow, but fellow, please do your own research in the future!   in a cohort where 67% were non-hospitalized/mild (&amp; 18% were completely asymptomatic), 78% had heart involvement &amp; 60% had myocarditis. findings independent of disease severity.	4cqf9v2v
5308	"""limiting the spread of sars-cov-2 infections in kids is of particular concern as schools plan for re-opening. our findings suggest that it would be ineffective to rely on symptoms or temperature checks to identify sars-cov-2 infection."""	r4yukmwe
5309	Recent study from Taiwan: urinary cortisol levels rise during a respiratory outbreak in wild chimpanzees	7hsd4kde
5310	"""This study contributes to the evidence that patients with blood cancers experience poorer results than both the overall population with COVID-19 and patients with blood cancers without COVID-19."""	ptnpgh3j
5312	29 childcare programs (of 666 open programs) had COVID cases identified, possible centre based secondary spread at only 4 of them. Limited secondary transmission of SARS-CoV-2 in childcare programs — Rhode Island, June 1–July 31, 2020 | MMWR	xwu1gdak
5314	65/ Michigan, USA (adult smoking rate was 18.9% in 2019) of 172 admitted patients, 26% had a history of smoking	tweqxttb
5315	The virus lasts longer in the air than anticipated. 1 test indicated up to 16 hours.	jincu9xx
5316	Promising results showing decent adaptive immune response. Considering declining antibody levels in previous studies of recovered cases, reinforcement seems like the right approach.	v7szuzfa
5318	In this cohort study, a prescription for an angiotensin in the 6 months preceding a #covid19 diagnosis was not associated with mortality among all patients and those with high blood pressure in Denmark.	kc6dls2z
5319	study reveals #covid19 patients of bame ethnicity are more likely to be admitted from areas of highest air pollution deprivation &amp; household overcrowding.  likely to account for ⬆️ itu admissions among bame groups.	yjibz8ie
5321	You might want to look into your claims a bit further. mortality isn't the only horrible outcome of this virus. kids are coming down with mis-c.	5rsxnrdr
5322	to wear or not to wear: modeling the potential for face mask use by the general public to curtail the covid-19 pandemic	qi1henyy
5324	in brazil - the 2nd worst hit country - antibody positivity was 1.4%. if actual cases were 10 times more, even then it’s 14%+ivity  lahore/mumbai/istanbul/jakarta are likely to be &lt;20%  meaning &gt;80% population is still at risk. stay cautious; prevent a second wave	phl4mmpt
5325	Thousands of thousands of previous healthy and active people of all ages have been incapacitated for months with #longcovid. it could be you or your loved ones.  #wearamask	u7tqolyi
5326	Intriguing - peer-reviewed - study on T-cells. over 50% of uninfected donors had T-cells from past coronaviruses which could offer some safeguard.  these T-cells were still present 17 years after infection. this is excellent news for immunity.	ngywgodg
5327	More data suggests that early treatment of IFN-I/-III may aid in preventing #covid19. Impaired type I interferon function and inflammatory reactions in severe covid-19 patients.	psghawl0
5329	"""We conclude that in this outbreak, airborne transmission was facilitated by air-conditioned ventilation."""	je585xia
5330	Update on #covid19 vaccine. mRNA-1273 vaccine triggered anti–sars-cov-2 immune responses in all participants, &amp; no trial-limiting safety concerns were identified.  Healthy optimism on this as it’s still premature but this is in the right direction.	v7szuzfa
5331	Worryingly, this paper by using data from indicates that the coverage of needle &amp; syringe programmes in England has halved since the COVID-19 lockdowns were implemented.	3igk81h8
5332	528/ China: among 1,266 hospitalized patients, 5.3% had a history of smoking note: not specified if current or ever.	4w8hz49k
5334	"A striking comparison of #covid19 &amp; #influenza #pandemics reveals, ""controlling an outbreak is all about reducing the impact of casualties like economic damage, unemployment, isolation, and even loss of human dignity at the end of life."""	tql5cv8k
5335	impact of hydroxychloroquine in hospitalized patients with covid-19. preliminary findings from the recovery trial.	36flecmg
5336	It has been repeatedly argued that exposure to common cold viruses may shield children from #covid19.  A new study now argues against a protective role for common cold coronavirus reactive T cells in #sarscov2 infection. 1/12.	rkgrsiqf
5337	"""At advanced ages, the excess mortality was similar for males and females, with up to 1.5 times higher death rates for Sweden and up to 3 times higher for Stockholm"""	g15tvzn4
5338	if i’m covid positive, what’s the risk of my close contacts/family members catching the disease from me?  6%   according to this paper infection rate is 6%. that’s reassuring. with proper precautions we can safeguard our families. don’t lose hope	lrgmyfjs
5339	contact tracing analyzing 74% of all infections that occurred in wuhan, across 20k exposure events. here's transmission probability: 7.2% household, 1.7% family,.9% social, &amp;.4% community. it's always about duration of exposure	b2oi45ei
5340	more evidence, again, that lockdowns are successful at curbing the spread of viruses:  «the covid-19 pandemic and related mitigation strategies have exerted a strong impact on the spread of influenza, rsv and other respiratory viruses»	tc6btsdu
5341	The Spanish flu was a bacterial infection not flu virus actually. A study shows almost all (95%) “covid positive” patients actually had bacterial infection Acinetobacter baumannii (90%) or Staphylococcus aureus (10%)	usfvulc2
5342	#melatonin #supplementation is helpful in treating h. #pylori-associated #indigestion, particularly in #postmenopausal women w/ lower levels of this #hormone	64jbpypy
5343	Prof. John Ioannidis' metadata study paints an altogether more encouraging picture of the infection fatality ratio of the supposed agent X.	po32j519
5344	Asymptomatic patients aren't the drivers of the disease. In Ireland, 37% were asymptomatic or 'not recorded' symptoms. What does that reveal about the disease?	yj3yisum
5345	Cochrane has spoken. 67 studies reviewed. no impact for masks in public areas.	dhd9e9bn
5346	here is study on use of iv nafc on severely severely ill covid patients on ventilators. very small - but 10/10 improved &amp; lived whereas over half have been dying otherwise. vit d &amp; nac both help when g6pd is low	ozbmgd70
5347	"there you are..no germ!  ""germ cultures were negative for all asymptomatic positive and repositive cases, indicating no “viable germ” in positive cases detected in this study."""	yj3yisum
5348	interleukin-6, an #inflammatory cytokine, is increased 18 fold in the blood of #covid patients  this #quadramune reduces interleukin 6  $tsoi	s3swlbig
5349	"Critical research to understanding virus carriers and why seasonal outbreaks relate to immune system fluctuations. ""The human respiratory tract microbiome is defined here as the microorganisms present in the human respiratory tract that can infect human cells"""	i3sl2r0k
5350	Critical assessment shows that age-based vaccination approaches exacerbate existing #covid19 disparities.  Strategies focusing on high-risk regions are more equitable, but direct targeting of vulnerable BIPOC communities proved to be the most equitable.	qa4njmyt
5351	However, challenge of mice given any of the vaccines led to occurrence of Th1-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced. Caution in proceeding to application of a SARS-CoV vaccine in humans is indicated.	hb2lieh3
5352	it was first among infectious diseases. 7x as many deaths as that of the next contagion, influenza. so it was first by a long way.	lgflny84
5353	Covid-19 is three times more lethal than seasonal flu, and has a higher rate of acute respiratory failure, pulmonary embolism, septic shock, and haemorrhagic stroke. it is far from flu.	acjs9bm9
5354	A modelling study found that a drop in #covid prevalence could not be explained just by infection control measures. isolation and quarantine of the family members of those testing positive can also contribute to the prevalence. visit here to know more.	j8p970p8
5355	"""comparing weekly mortality in 24 european countries, the findings in this paper indicate that more stringent lockdown policies have not been linked to lower mortality. why 12 months on are we still imposing city and nation-wide lockdowns?"""	91gytlg2
5356	public health dietary guidelines. sars cov-2 isn't hazardous unless our cholesterol levels / hdl ratio is poor, and current dietary guidelines ensure it is, making the population massively (and avoidably) vulnerable	uc0qkegm
5357	"""Low HDL and high triglycerides forecast COVID-19 severity"""	uc0qkegm
5358	"""The apparent ineffectiveness of lockdowns implies that New Zealand bore significant economic losses for minimal gain in terms of lives preserved."""	vuxxerob
5359	Extremely well-documented study showing the factors contributing to the airborne spread and resulting infections in a restaurant....	be4afbyo
5360	Significant dangers concern persistent infection in severely immunocompromised individuals. there is a substantial risk that vaccine breakthrough and escape mutants will arise in vaccinated &amp; immunocompromised individuals.  not addressed by vaccine trials.	9psiqhpy
5361	A notably tough case of hepatic artery stenosis demanded a resourceful solution. in #irad, innovation and imagination are just the name of the game.	73pzirry
5362	"latest finding: ""hydroxychloroquine use in outpatients lowers the rate of the composite outcome of covid-19 infection, hospitalization, and death. severe side effects were not documented and cardiac arrhythmia was uncommon."""	5nsayxwc
5363	"The American Society for Microbiology recently published the results of a study that found the protective efficiency of face masks against airborne transmission of the SARS-CoV-2 virus ""is unknown."""	vvmb92wo
5364	I wish this study from Drs. Ania Wajnberg, Carlo Cordon-Cardo, & colleagues was getting as much attention. It shows that over 90% of those who develop antibodies have long-lasting antibodies that neutralize.	w74mx03c
5365	We're not just counting cv deaths.  look at this study from germany, only 55% excess deaths were due to cv, rest were lockdown and terrorization.	ogdqq3dl
5367	most individuals with mild to moderate #covid19 develop a robust antibody response. antibody levels appear relatively stable for at least 5 months post infection. out today in	w74mx03c
5368	Healthcare staff and their relatives make up 17% of hospital admissions for #covid19 in the working age population (18-65 years), finds a study from Scotland published by	nzfpgxa0
5369	no need for vaccinations or isolation. peer reviewed study. covid-19 outpatients – early risk-stratified treatment.	tl1o1wr9
5370	15% of COVID deaths globally linked to air pollution - but honestly it's been harming us all for a long time. apart from climate change, this might be one of the most critical long-term issues for national/municipal governments to address. needs more focus	ezrarusj
5371	A booster dose boosts immunogenicity of the COVID-19 vaccine candidate ChAdOx1 nCoV-19 in aged mice #preprint. collaboration	3ul4yoec
5372	The study divided groups by age: 0-9, 10-19, 20-29, etc. It discovered that, kids between the ages of 10-19 are capable of spreading covid-19 at least as effectively as adults do into their households and communities.	tmonjdrp
5373	At the beginning of the pandemic, patients overwhelmingly liked their #telerehabilitation, rating the experience very good or outstanding. Imagine if patients and therapists become more familiar with the technology! #telept	dew7ug4s
5374	US counties where mass-gathering rallies linked to the presidential campaign took place in Aug-Sep 2020 saw a 50% rise in COVID-19 cases 15 days later. Counties without such events experienced a 2% increase.	f9vxfk68
5375	the key reason why innate immune priming by broad spectrum vaccines, eg. bcg, mycobacterium w, is very effective. the same pathways triggered by actual infection can be much less efficient in controlling viral replication.	cwqsbwaj
5376	"""#apes, African &amp; Asian #monkeys, and some #lemurs, are likely to be highly susceptible to #sarscov2. urgent actions have been undertaken to limit the exposure of #greatapes to humans, and similar efforts may be necessary for many other #primates species."""	uyswj4ow
5377	Long-lasting protective antibodies to sars-cov-2 infection persist for months | science $aytu #covid19	w74mx03c
5378	"""...a COVID-19 outbreak at an overnight high-school retreat likely began with a single student who had received a negative SARS-CoV-2 PCR test result &lt;1 week before the retreat and led to 116 (76%) diagnosed COVID-19 cases among attendees."""	ncayc5zj
5379	#isolation during #lockdown: paths and indicators during the #covid19 pandemic in 35,712 adults in the uk	6ffz2va2
5380	Healthcare professionals at high risk of #mentalhealth issues including acute stress, anxiety, depression &amp; ptsd-  rapid systematic review &amp; meta-analysis by serrano-rippol et al., 2020	2ojy0mvo
5381	latest cdc report released today. one participant with a false negative test who became infectious later --&gt; large outbreak.  no single factor will stop covid. a multi-faceted approach can.	ncayc5zj
5382	Encouraging data: Moderna vaccine-induced antibody activity against SARS-CoV-2 variants persisted for 7 months after the 2nd dose on all variants, B.1.351 showed the lowest antibody recognition.	kyt14ufu
5383	These findings indicate COVID is a risk factor for heart attack and stroke—and that risk is heightened for weeks.	vszlmtf4
5384	in case you needed another reason to get vaccinated:  a new study out of sweden involving more than 86,000 patients suggests #covid19 increases your risk of heart attack or stroke by 600% (!!!) during the initial 2 weeks of illness.   get the vaccine.	vszlmtf4
5385	Research findings indicate that exposure to conventional media (television, radio, newspapers) is linked to reduced conspiracy/misinformation views, whereas exposure to politicians, digital media, and social connections is linked to increased conspiracy/misinformation views.	av3sm2kb
5386	3,830/  pennsylvania, usa (adult current smoking rate was 17% in 2019)  sh=smoking history  of 22 patients mechanically ventilated in icu with covid-19 ards, sh=1 (4.5%)  of 9 who passed, sh=zero	okfsy72o
5387	"""Severe COVID-19 is linked to higher blood sugar. This underscores the necessity to closely monitor blood sugar to enhance outcomes in patients infected with COVID-19"""	eipscagh
5388	"""phase 1 and 2 clinical trials of vaccine candidates... have not been designed to capture exposure of subjects to circulating virus after vaccination, which is when adverse/immunopathology is designed to occur"""	gw9hkw00
5389	Notable advancements in understanding single cell genomics and epigenetics of stemness pathways reveal new therapeutic targets for stem cell-like clinically lethal cancers and human brain disorders.	1gbq9j88
5390	Removing international obstacles to cervical cancer prevention and moving towards eradication.	o34l05d0
5391	Not sufficient. It reduced infections by 37% with the original strain. We don’t know how effective it will be against delta, but likely much less.	wcq3qqt4
5392	Some initial research examining the impact of the COVID-19 pandemic on infant cognitive growth in contrast with youngsters over the past decade. Quite substantial declines in performance in youngsters born over the past year.	6hehg1yf
5393	"Fact checking the fact checkers: ""the protective effectiveness of such masks against airborne transmission of infectious severe acute respiratory syndrome cov-2 (sars-cov-2) droplets/aerosols is uncertain."""	vvmb92wo
5394	Another study utilised imaging data and found that people who had covid-19, both severe and mild, lost a significant amount of grey matter in several brain regions compared to shortly before they had been infected with sars-cov2 (preprint).	uxz185vr
5395	According to a new US study, kids born during the pandemic have substantially decreased verbal, motor and overall cognitive performance compared to those born before the pandemic.	6hehg1yf
5396	"""Vaccination certificates"" may backfire: findings from a cross-sectional study in the uk &amp; israel on willingness to get vaccinated.   ""uk domestic vaccination certificates, may have detrimental effects on people’s autonomy, motivation, willingness to get vaccinated."""	u3832seg
5397	actually safe and effective.  74% reduction in risk of #covid19 in healthcare workers taking #hydroxychloroquine in india	x4mgnhbg
5398	no, everything isn't always achievable, obviously. as long as there is congestion there will be fatalities associated with that activity. why do you think zerocovid is more expensive? if you have a lot of life to live, you don't want this thing to spread.	hg3xpej0
5400	People who are vaccinated but then get (usually mild) COVID are about 70% less likely to spread it compared to unvaccinated people.	kt6rs1zo
5401	Serious covid-19 results in heightened cytokine levels. A study discovers that the composition of inflammatory mediators in the lungs varies from that found in blood, offering new implications for effective anti-inflammatory treatment strategies.	efox6z5q
5402	if i grasp original antigenic sin, this may hinder you from getting that broader response - and it may even elevate the risk of infection/severe disease? i just discovered this paper, and tag its author, perhaps available for a comment?	660gckc7
5403	Swedish mortality would have more than halved had Sweden adopted UK or Danish strategies. UK mortality would have approximately doubled had Swedish policy been adopted. Is Sweden following evidence or just killing us?	vbx8khih
5404	"""immunization certificates"" may backfire: findings from a cross-sectional study in the uk and israel on willingness to get vaccinated against covid-19"	u3832seg
5405	You have 2 options: either keep getting booster shots one after another (and face the risk of side effects) or opt for natural immunity which provides you immunity against 23 variants (according to this study) and likely against all of them.	ho78ojxc
5406	i've heard a lot of people say that if people have had covid once, they don't require the vaccine. but those who were infected w/covid once are more than twice as likely to be reinfected with covid if they haven't been vaccinated:	ijzoa0yn
5407	Over 50 long-term consequences of covid-19: a systematic review and meta-analysis | scientific reports	hdk02l2r
5408	pre-print 👉 we found no correlation between mask mandates or use and decreased covid transmission in us states	2tre0wat
5409	it doesn’t matter that doctors and science are on my side.  acquired immunity is just as good — if not superior — to vaccines.  a recent nih-funded study made that clear.	1peg3502
5411	"1/new peer-reviewed ""covid-19 &amp; the political economy of widespread panic""  ""widespread/digital media in connection with the state may have had adverse consequences during covid crisis. resulting collective panic may have contributed to policy errors by govts.."""	dngs5tbw
5412	According to peer-reviewed studies:  hydroxychloroquine is effective, and consistently so when given early, for COVID-19.	8f83k2ce
5413	health knowledge and health behavior: associated factors in surabaya high school students, indonesia	ont0nz76
5414	excellent news! first evidence of the beneficial effect of past infection/possessing antibodies on resistance from reinfection. small n, but well done.	b2fwktld
5415	"""We recommend that infection control measures for people with mild-to-moderate #covid19 be focused immediately after onset of symptoms and retained for 10 days. Asymptomatic and pre-symptomatic people are likely to be a source of infectious virus."""	uru7bkr4
5416	Conclusive evidence provided by this small study of an outbreak that antibodies produced from prior infection offer protection from reinfection.	b2fwktld
5417	Case reports of headache patterns in COVID-19; headaches can be a standalone symptom.	rog0fp93
5418	"the study also discovered...  ""robust memory T cell responses months after infection, even in the absence of detectable circulating antibodies specific for sars-cov-2, indicating a previously unanticipated degree of population-level immunity against covid-19."""	foy3dsq4
5419	Research also shows you have a 37% greater likelihood of contracting COVID &amp; some other virus if you get the flu vaccine. so what happened to that scientific study?	30r8zd0l
5420	Research indicates that metformin therapy is linked to reduced mortality in COVID-19 patients with diabetes. A past study review found that in-hospital mortality was substantially lower in #metformin (2.9%) compared to no metformin (12.3%)	9gx3s4zq
5421	and for some good news from the pepper lab! durable sars-cov-2-specific immune memory persists after mild covid-19:	o78vcy90
5422	by visualizing #coronavirus replication in an infected host cell, researchers at  discovered a crown-shaped structure that likely exports viral rna, so it can be packaged into a virus. this structure may offer a coronavirus-specific drug target.	viubj28a
5423	in this study conducted in singapore only 6.4 % of infections were linked to presymptomatic transmission. let’s concentrate efforts on the elephant in the room, i.e. on symptomatic superspreaders. (not as if slowing spread among the healthy was advantageous…)	lpbb4rga
5424	The forecasted economic impact from the #covid19 pandemic could claim ~170,000 children, with an extra 12 million children anticipated to endure the most severe forms of malnutrition (stunting and wasting).	sb3y2w6c
5425	there is so much we're still unaware of.  even people who are asymptomatic are developing brain tumors and aneurysms. this is an intriguing website. i had to look up every other term but it's impartial. it's a stark reminder of why wearing a face covering is so crucial.	kojb8efv
5426	Impact of population growth and aging on estimates of additional U.S. fatalities during the COVID-19 pandemic, March to August 2020 | Annals of Internal Medicine	3vrg7zyc
5427	🤯 research study on Manaus, Brazil reveals devastating impact of largely uncontrolled outbreak. over 76% infection rate so far.	3kjckx8o
5428	for #ecmo enthusiasts, match score complements resp in determining post-ecmo outcomes; should be considered since frequently ards patients, ex #covid19, have kidney and liver injury not accounted for in the resp; our new study shows.	7gxlioiz
5429	Angiotensin-converting enzyme inhibitors or angiotensin receptor blockers usage and COVID-19 infection among 824,650 patients with high blood pressure from a US integrated healthcare system	ozj6zju8
5431	I'm receiving numerous emails and messages from individuals inquiring if our recent preprint suggests that a vaccine for SARS-CoV-2 could trigger autoantibody responses similar to those observed in COVID-19. I don't believe this is a significant possibility at all. (1/n)	mup5hr7e
5432	"completely asymptomatic people appear to be infectious, but who says ""it is still not clear how frequently this happens and more research is required [...]"" according to linked paper asymptomatic transmission was nonexistent. anyone else find anything concrete on this?"	yj3yisum
5433	Analysis of five generations of transmission of #sarscov2 from cases to contacts identifies a high rate of asymptomatic transmission and risk factors associated with spread of #covid19	8uxntauq
5434	Lethal arrhythmia (torsade de pointes) in covid-19: an event synergistically induced by viral associated cardiac injury, hyperinflammatory reaction, and treatment medication.	fcjpfx3v
5436	Vitamin D supplementation therapy, regardless of baseline serum 25(oh)d levels, appears to be associated with a reduced risk of mortality in acute in-patients admitted with COVID-19. Up to 90% lower risk of death with vitamin D.	66j24qm4
5437	there's now reliable science on masks &amp; covid! 5000 participants in denmark, controlled+peer reviewed. difference btwn groups is 1.8% vs. 2.1%infected.  conclusion: masks don't reduce covid spread. read,retweet+demand #nomorelockdowns.org #cdnpoli #onpoli	ximw03ej
5438	patients with cancer are at increased risk of developing #covid19 which can affect African American patients disproportionately. data that might have implications for vaccine distribution & priorities; and underscores the importance of vaccinating our patients.	8qcovhtk
5439	Closing schools leads to a substantial decrease in #covid19 transmission, even in Europe.	fe456in0
5440	Sars-cov-2 mrna vaccines stimulate strong antigen-specific germinal center responses linked to neutralizing antibody production.	9ei6ubx6
5442	covid-19 cases. what does this mean? it means vaccinated breakthrough infections do not allow the virus to mutate at the same rate and result in fewer complications one might see in those who have had an infection and are unvaccinated. game. changer.	d0nj3fsa
5443	🔥just out our  study in  :1 in 4 covid deaths attributable to 🏥delta strain! 150k pts/558🇺🇸hospitals/2 waves. lesson:we need a proactive (not reactive) approach to support hospitals approaching #deltavariant surge &amp;⬆️💉to avoid surges	y5b7g8v3
5444	A single dose of an mRNA COVID vaccine in 15 individuals who had previously been infected with #sarscov2 elevated antibodies against the recently emerged B.1.351 South African variant and several other pseudovirus variants, a new study in Science reveals.	v8ujnrbi
5445	"""Vitamin D deficiency is linked to [2.3-2.4 times] greater risk of COVID-19 hospitalization, especially for those with limited sunlight exposure, such as in nursing homes, during short and dark winter days, or overcast weather during periods of low solar activity."""	qmo1zzkg
5447	and of course no mention that this is precisely the strategy that has been shown to provide the best grounds for virus adaptation towards evasion - high transmission in the unvaccinated + vaccination of the more susceptible alone.	7t7ho26v
5448	of 410 covid19 patients at 7-9 month follow-up, 39.0% reported lingering symptoms. exhaustion (20.7%) was most common, followed by loss of taste or smell (16.8%), shortness of breath (11.7%), and migraine (10.0%).	ynaxwnlp
5449	cells with cancerous traits are epigenetically programmed to thrive in blood &amp; lymph, migrate throughout the body, disperse and establish metastatic tumors at distant organs. treatment would necessitate epigenetic intervention &amp; chromatin silencing recovery methods.	1gbq9j88
5450	ivermectin to prevent hospitalizations in patients with COVID-19 (Ivercor-COVID19) a randomized, double-blind, placebo-controlled study | BMC Infectious Diseases | full text	belhjr5e
5451	#CBD-rich #medicinal #cannabis improved only moderate-severe symptoms of #pain, #anxiety, &amp; #depression symptoms (not mild symptoms) in a past observational study (n=279)	8hz4go45
5452	Tang et al -'surgical masks can contain, and therefore reduce, the spread of viruses shed by an infected wearer by up to 3–4-fold (i.e. approximately 67–75%), and even 100% in the case of seasonal coronaviruses'.	jgq968f6
5453	"oops there is no source of vitamin b12 in your ""wholesome food"" photo.  want to destroy vision? be b12 deficient."	sdf0ozz1
5454	Cancers, like many other disorders, develop because certain vital physiological processes fail. At the root cause of cancer is a persistent failure of the homeostatic cycle of replenishment dying differentiated cells in the human body.	1gbq9j88
5456	are there any clues to think sarscov2 will elicit a lasting immune response? will it be complete? how is it? what do we know?  we reviewed sars and sarscov2 literature for adaptive immune responses and here it is!	25jq098w
5457	A study in the journal of patient safety finds our homecare providers combined with Azcert's MedSafety Scan identified substantial medication issues on discharge – addressing them leads to lower emergency room use, fewer readmissions and lower costs.	fd4edh93
5458	The very same attributes of the internet that enable positive contributions (immediacy, portability, intimacy, unconstrained reach and lack of supervision and regulation) have facilitated serious social, intellectual and mental health risks.	v67s4yz9
5459	Effectiveness and efficacy of NVX-COV2373 COVID-19 vaccine, 1st part before crossover, 55% no medical issues, low COVID-19 event rate, but effective.  sore arms but MoA should be safer and replace others.	3ncm8iwb
5461	Individual-level variability in face-covering practices during the COVID-19 outbreak in Malaysia	zue5hnal
5462	in 11 randomised trials of moderate/severe infection, there was a 56% decrease in mortality.  ivermectin.	d21lvneh
5463	Study implies very early intervention is necessary to observe antiviral treatment impacts (or else require massive sample size): detection of substantial antiviral drug effects on COVID-19 with manageable sample sizes in randomized controlled trials: a modeling study	31idktk7
5465	Those shots don't do a thing but mess up your body for life. Fully vaccinated people infecting other fully vaccinated people. One died.	jbvsmuea
5466	Potential impacts of coronaviruses on the cardiovascular system	baodjrw2
5467	A recent study published before the pandemic examines connections between global food production and emerging human infectious diseases, heightening the risk of pathogen transmission as food production grows necessitates proactive management, including biodiversity preservation.	t85yioyl
5468	Epidemiology of COVID-19 in a long-term care home in King County, Washington | #COVID19 #coronavirus	ajqbljai
